tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,owner.account_id,owner.reputation,owner.user_id,owner.accept_rate,owner.display_name,accepted_answer_id,closed_date,closed_reason,bounty_amount,bounty_closes_date,migrated_from.other_site.aliases,migrated_from.other_site.styling.tag_background_color,migrated_from.other_site.styling.tag_foreground_color,migrated_from.other_site.styling.link_color,migrated_from.other_site.related_sites,migrated_from.other_site.markdown_extensions,migrated_from.other_site.launch_date,migrated_from.other_site.open_beta_date,migrated_from.other_site.closed_beta_date,migrated_from.other_site.site_state,migrated_from.other_site.high_resolution_icon_url,migrated_from.other_site.favicon_url,migrated_from.other_site.icon_url,migrated_from.other_site.audience,migrated_from.other_site.site_url,migrated_from.other_site.api_site_parameter,migrated_from.other_site.logo_url,migrated_from.other_site.name,migrated_from.other_site.site_type,migrated_from.on_date,migrated_from.question_id,locked_date,language
"['c++', 'xml', 'string', 'tags']",True,54,4,2,2023-06-02 07:00:08,2023-06-01 23:02:16,2023-06-02 07:00:08,76386209,https://stackoverflow.com/questions/76386209/extract-a-number-from-the-middle-of-a-multi-line-string,Extract a number from the middle of a multi-line string?,6972175.0,187.0,8304579.0,,Chris Gnam,76386602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'windows-runtime', 'c++-winrt', 'winrt-async']",False,25,0,1,2023-06-01 21:49:31,2023-06-01 21:49:31,,76385934,https://stackoverflow.com/questions/76385934/how-to-update-progress-in-ui-using-iasyncoperationwithprogress-from-within-a-cal,How to update progress in UI using IAsyncOperationWithProgress from within a callback,9578474.0,561.0,8252073.0,,rsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'class']",True,79,2,0,2023-06-02 00:41:14,2023-06-01 21:48:00,2023-06-02 00:41:14,76385925,https://stackoverflow.com/questions/76385925/how-can-i-initialize-an-array-of-2-objects-with-the-new-statement-and-put-the,"How can i initialize an array of 2 objects with the &quot;new&quot; statement, and put the pointer of the first element to a map?",28710092.0,11.0,21985739.0,,Borbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'templates']",False,64,1,0,2023-06-01 22:28:57,2023-06-01 21:36:13,2023-06-01 21:37:40,76385868,https://stackoverflow.com/questions/76385868/passing-brace-enclosed-initializer-list-with-multiple-types-to-function,Passing brace-enclosed initializer list with multiple types to function,28730785.0,1.0,22002800.0,,Taranor,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'windows', 'opencv', 'ubuntu', 'cross-platform']",False,33,0,0,2023-06-01 22:35:34,2023-06-01 21:23:20,2023-06-01 22:35:34,76385802,https://stackoverflow.com/questions/76385802/c-opencv-on-windows-cvimshow-freezes-and-never-returns-but-works-fine-on,C++ OpenCV on Windows - cv::imshow() freezes and never returns but works fine on Ubuntu,19702681.0,529.0,14425076.0,,Douglas B,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'compiler-construction', 'llvm', 'ninja']",False,37,0,1,2023-06-01 21:12:44,2023-06-01 21:12:44,,76385747,https://stackoverflow.com/questions/76385747/llvm-compiler-undefined-references,LLVM compiler - undefined references,26952686.0,11.0,20521636.0,,ThatGuy. exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
['c++'],False,54,1,1,2023-06-01 22:00:11,2023-06-01 21:00:24,2023-06-01 21:29:57,76385677,https://stackoverflow.com/questions/76385677/c-template-mixin-with-private-base-class-function-is-generating-a-virtual-fun,C++ template mixin with private base class function is generating a &#39;virtual function was hidden&#39; warning - any solutions?,20352468.0,41.0,14928817.0,,Cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'qt']",False,27,1,1,2023-06-02 09:21:56,2023-06-01 20:34:46,2023-06-01 23:20:12,76385532,https://stackoverflow.com/questions/76385532/how-to-copy-the-qtableview-header-to-the-clipboard,how to copy the QTableView header to the clipboard?,16594181.0,185.0,12801970.0,,BadRobot,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'debugging', 'clion']",False,53,0,0,2023-06-01 20:54:57,2023-06-01 20:32:27,2023-06-01 20:54:57,76385518,https://stackoverflow.com/questions/76385518/not-seeing-value-of-a-shared-ptr-but-see-it-when-dereferenced,"Not seeing value of a shared_ptr, but see it when dereferenced",68546.0,6926.0,1289525.0,58.0,Roman Goyenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'lnk2019', 'unresolved-external']",False,33,0,-2,2023-06-01 21:28:41,2023-06-01 20:27:11,2023-06-01 21:28:41,76385491,https://stackoverflow.com/questions/76385491/c-lnk2019-and-lnk1120-problems-with-my-code-and-i-dont-fix-it-with-others-st,"C++ LNK2019 and LNK1120 problems with my code, and I don&#39;t fix it with others Stackoverflow questions",28731040.0,1.0,22002999.0,,Bama,,2023-06-01 20:36:24,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'build', 'linker', 'visual-studio-2022']",False,31,0,-3,2023-06-01 20:28:12,2023-06-01 20:25:07,,76385480,https://stackoverflow.com/questions/76385480/how-can-i-hide-the-console-in-a-c-program-built-with-visual-studio-2022-and-wh,How can I hide the console in a C++ program built with Visual Studio 2022 and Why am I getting linker errors?,25446647.0,13.0,19248762.0,,Leo Aqua,,2023-06-01 20:27:11,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c++
['c++'],False,31,0,-3,2023-06-01 20:39:56,2023-06-01 20:18:12,2023-06-01 20:39:56,76385431,https://stackoverflow.com/questions/76385431/reading-multiple-matrix-files-in-c17-how-can-i-write-the-results-of-each-mult,"Reading multiple matrix files in C++17, how can I write the results of each multiplication to a single output file?",21476882.0,23.0,15824981.0,,Fatih,,2023-06-01 22:50:00,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c++
['c++'],False,46,0,-3,2023-06-01 20:05:05,2023-06-01 19:51:24,2023-06-01 20:05:05,76385260,https://stackoverflow.com/questions/76385260/error-not-use-std-gnu11-or-text-numeric-literals-to,error not: use -std=gnu++11 or -text-numeric-literals to,28730964.0,1.0,22002941.0,,Brian Anindya,,2023-06-02 11:59:54,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'winapi']",False,36,0,-1,2023-06-01 23:45:45,2023-06-01 19:47:09,2023-06-01 23:45:45,76385237,https://stackoverflow.com/questions/76385237/getasynckeystate-issue,GetAsyncKeyState issue,28730994.0,1.0,22002964.0,,SantaAkin,,2023-06-02 02:16:59,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'triangle']",True,124,5,1,2023-06-02 09:34:43,2023-06-01 18:33:08,2023-06-01 18:59:39,76384747,https://stackoverflow.com/questions/76384747/how-can-i-do-an-empty-triangle-with-stars-in-c-to-after-do-the-british-flag,how can I do an empty triangle with stars in c++ to after do the british flag?,27347971.0,23.0,20857568.0,,user 123456789,76384966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
['c++'],True,37,1,0,2023-06-02 16:17:36,2023-06-01 18:29:15,2023-06-01 22:46:35,76384726,https://stackoverflow.com/questions/76384726/external-dll-function-with-h-file-gives-no-return-value-but-gives-an-error-d,"External dll function with .h file gives no return value, but gives an error. (DLL and function does work perfect in VBA)",28730443.0,1.0,22002520.0,,Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'xml', 'openstreetmap', 'pgrouting']",False,12,0,0,2023-06-01 18:19:45,2023-06-01 18:19:45,,76384676,https://stackoverflow.com/questions/76384676/osm-relations-table-does-not-get-populated,osm_relations table does not get populated,16204338.0,97.0,11699943.0,,theTruthIsOutThere,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'go', 'floating-point', 'simd', 'avx']",False,51,0,-1,2023-06-01 18:19:43,2023-06-01 18:19:43,,76384675,https://stackoverflow.com/questions/76384675/how-to-compare-packed-single-precision-32-bit-floating-point-elements-in-go-us,How to compare packed single-precision (32-bit) floating-point elements in Go using simd?,28145746.0,35.0,21508083.0,,ANTON SAVELIEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'visual-studio', 'qt', 'visual-studio-2022', 'qtopengl']",False,50,0,0,2023-06-01 18:11:43,2023-06-01 18:11:14,2023-06-01 18:11:43,76384613,https://stackoverflow.com/questions/76384613/why-is-visual-studio-not-bringing-in-the-latest-changes-to-my-shader-files,Why is Visual Studio not bringing in the latest changes to my shader files?,15445498.0,63.0,11142570.0,,Nick T,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'vector']",True,101,3,0,2023-06-01 18:24:11,2023-06-01 18:04:19,2023-06-01 18:10:26,76384567,https://stackoverflow.com/questions/76384567/is-it-faster-to-use-push-backx-or-using-an-index-capacity,Is it faster to use push_back(x) or using an index (capacity)?,17019844.0,295.0,15143429.0,,Abdullah Ahmed,76384661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'abstract-class', 'virtual', 'binaryfiles', 'implementation']",False,57,0,0,2023-06-01 17:52:32,2023-06-01 17:52:32,,76384493,https://stackoverflow.com/questions/76384493/how-can-i-determine-the-functions-yet-to-be-overridden-in-an-abstract-c-class,How can I determine the functions yet-to-be-overridden in an abstract C++ class?,2757352.0,1709.0,2375040.0,70.0,Michael Macha,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'constexpr']",False,60,0,-1,2023-06-02 09:51:08,2023-06-01 17:46:28,2023-06-01 19:13:30,76384442,https://stackoverflow.com/questions/76384442/if-constexpr-is-evaluated-at-compile-time-why-does-the-following-not-compile,"If constexpr is evaluated at compile time, why does the following not compile?",181929.0,9565.0,416274.0,95.0,Robinson,,2023-06-02 09:51:22,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'cmake', 'static-libraries']",False,41,3,-2,2023-06-02 01:32:55,2023-06-01 17:45:31,2023-06-01 18:59:20,76384430,https://stackoverflow.com/questions/76384430/strange-behavior-from-cmake-when-importing-a-static-library,Strange behavior from CMake when importing a STATIC library,18138597.0,1.0,13192750.0,,timothy yohanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'dll', 'com', 'contextmenu', 'windows-shell']",True,33,1,0,2023-06-01 23:57:25,2023-06-01 17:39:19,,76384401,https://stackoverflow.com/questions/76384401/how-can-i-obtain-the-folder-path-when-right-clicking-the-background-of-a-folder,How can I obtain the folder path when right-clicking the background of a folder and invoking a context menu using a shell extension?,28718791.0,3.0,21992895.0,,JC JC,76385345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'queue', 'constants']",False,25,0,0,2023-06-02 10:23:39,2023-06-01 17:11:33,2023-06-02 10:23:39,76384226,https://stackoverflow.com/questions/76384226/what-is-causing-my-queuevec-const-head-function-to-behave-strangely,What is causing my QueueVec const Head() function to behave strangely?,28729695.0,1.0,22001917.0,,Arteteca,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'ros', 'ubuntu-20.04', 'robotics']",False,21,0,-4,2023-06-01 17:10:33,2023-06-01 17:10:33,,76384222,https://stackoverflow.com/questions/76384222/how-to-resolve-nullptr-not-declared-in-this-scope-compiling-error-in-ros-lib-b,How to resolve &#39;nullptr not declared in this scope&#39; compiling error in Ros_lib blink example on Ubuntu 20.04 with ROS Noetic?,28553948.0,1.0,21858422.0,,Maaz Ismail,,2023-06-01 17:56:14,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'wxwidgets']",False,33,0,-3,2023-06-01 17:10:51,2023-06-01 16:54:38,2023-06-01 17:10:51,76384129,https://stackoverflow.com/questions/76384129/how-do-i-fix-this-error-message-when-building-wxwidgets,How do I fix this error message when building wxWidgets?,25874093.0,5.0,19604448.0,,Paul,,2023-06-01 17:29:48,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'for-loop', 'stdlist']",False,43,0,-5,2023-06-01 16:50:32,2023-06-01 16:42:55,2023-06-01 16:50:32,76384058,https://stackoverflow.com/questions/76384058/range-based-for-loop-iteration-forstdlist-for-loop-iteration-causing-code-cras,range based for loop iteration forstd::list for loop iteration causing code crash,12563078.0,1.0,9140026.0,,RAGHUVARAN,,2023-06-01 16:52:18,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'qt']",False,29,1,0,2023-06-01 17:32:29,2023-06-01 16:42:10,,76384049,https://stackoverflow.com/questions/76384049/qt-how-to-connect-a-signal-to-a-slot-with-the-highest-priority-even-if-other-sl,Qt how to connect a signal to a slot with the highest priority (even if other slots are connected in advance),23061906.0,89.0,17177007.0,,VerySimple,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'templates', 'c++17', 'template-meta-programming', 'variant']",True,65,3,1,2023-06-01 19:55:01,2023-06-01 16:27:27,,76383951,https://stackoverflow.com/questions/76383951/how-to-deduce-the-type-of-template-argument-based-on-some-conditions-and-return,How to deduce the type of template argument based on some conditions and return information about that type,23507727.0,179.0,17556733.0,,TheMemeMachine,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'c++17', 'language-lawyer', 'c++20']",True,211,2,10,2023-06-01 17:21:17,2023-06-01 16:15:00,2023-06-01 16:38:43,76383859,https://stackoverflow.com/questions/76383859/why-sometimes-local-class-cannot-access-constexpr-variables-defined-in-function,Why sometimes local class cannot access constexpr variables defined in function scope,9505687.0,1383.0,7065294.0,60.0,flm8620,76384297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'clion', 'clang-tidy']",False,46,0,0,2023-06-01 16:03:57,2023-06-01 15:58:20,2023-06-01 16:03:57,76383735,https://stackoverflow.com/questions/76383735/why-is-clang-tidy-showing-unreachable-code-in-my-catch-block-even-though-its,Why is Clang-Tidy showing &#39;Unreachable Code&#39; in my catch block even though it&#39;s executing the code in CLion?,25140100.0,37.0,18986517.0,,Nik,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'multithreading']",False,64,1,-2,2023-06-01 18:16:49,2023-06-01 15:28:30,,76383507,https://stackoverflow.com/questions/76383507/why-does-2-threads-program-slower-that-1-thread-on-ms-visual-studio-2022,Why does 2 threads program slower that 1 thread on ms visual studio 2022?,21443534.0,7.0,15797553.0,,vipnoob,,2023-06-01 18:20:33,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'c++17', 'sfinae', 'typetraits']",False,100,1,6,2023-06-01 23:45:26,2023-06-01 14:09:05,2023-06-01 14:19:30,76382810,https://stackoverflow.com/questions/76382810/have-difficulty-understanding-the-syntax-of-generic-lambdas-for-sfinae-based-tra,Have difficulty understanding the syntax of generic lambdas for SFINAE-based traits,13312869.0,61.0,9610361.0,,Lucien,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'visual-studio-code', 'cmake', 'intellisense', 'c++23']",False,38,0,-2,2023-06-01 13:46:19,2023-06-01 13:39:46,2023-06-01 13:46:19,76382506,https://stackoverflow.com/questions/76382506/vscode-c-intellisense-for-latest-c23-features-stdexpected,Vscode C++ intellisense for latest C++23 features (std::expected),27828309.0,104.0,21247237.0,,Gorun,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'inheritance', 'multiple-inheritance']",True,92,2,-2,2023-06-01 14:24:22,2023-06-01 13:37:58,,76382489,https://stackoverflow.com/questions/76382489/how-to-delete-constructors-and-operators-using-inheritance-in-c,How to delete constructors and operators using inheritance in c++?,23644998.0,173.0,17674749.0,,Amrit Sanjeev,76382575.0,2023-06-01 16:26:17,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'assembly', 'gcc', 'x86', 'floating-point-comparison']",True,54,1,1,2023-06-01 16:00:09,2023-06-01 13:35:56,2023-06-01 14:59:50,76382470,https://stackoverflow.com/questions/76382470/what-causes-the-different-nan-behavior-when-compiling-mm-ucomilt-ss-intrinsic,What causes the different NaN behavior when compiling `_mm_ucomilt_ss` intrinsic?,28728342.0,13.0,22000780.0,,jerryct,76383422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'pointers', 'function-pointers', 'pointer-to-member']",False,19,0,0,2023-06-01 13:16:46,2023-06-01 13:16:46,,76382313,https://stackoverflow.com/questions/76382313/map-of-method-pointers-refactored-from-map-of-function-pointers-c,Map of method pointers refactored from map of function pointers - C++,7310389.0,512.0,5569828.0,,qxzsilver,,2023-06-01 13:20:16,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'language-lawyer', 'strict-aliasing']",False,53,0,0,2023-06-01 12:58:10,2023-06-01 12:58:10,,76382139,https://stackoverflow.com/questions/76382139/c-convert-enum-pointer-to-another-enum-class-pointer,C++ convert enum pointer to another enum class pointer,18169310.0,3097.0,13433323.0,,Sprite,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
['c++'],True,145,2,0,2023-06-02 02:26:06,2023-06-01 12:53:51,2023-06-01 14:23:36,76382096,https://stackoverflow.com/questions/76382096/does-curly-brackets-initialization-enforce-order-of-evaluation-of-default-argume,Does curly brackets initialization enforce order of evaluation of default arguments?,7487496.0,8249.0,5690248.0,100.0,The Dreams Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'cppunit']",False,28,0,0,2023-06-01 12:49:51,2023-06-01 12:49:51,,76382046,https://stackoverflow.com/questions/76382046/build-compile-errors-in-cppunit,Build / compile errors in cppunit,2655492.0,67.0,2296292.0,,Os Bo,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'boost', 'numeric', 'odeint']",True,32,1,0,2023-06-01 14:21:08,2023-06-01 12:47:43,2023-06-01 12:51:11,76382028,https://stackoverflow.com/questions/76382028/how-to-correctly-use-odeint-library-for-solving-odes-in-c,How to correctly use Odeint library for solving ODEs in C++?,9986338.0,1.0,7387391.0,,Daniel R,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'debugging', 'gcc', 'gdb', 'conditional-compilation']",True,51,1,1,2023-06-01 12:41:34,2023-06-01 12:23:52,,76381826,https://stackoverflow.com/questions/76381826/how-to-detect-the-gcc-flag-g-issued-on-command-line,How to detect the GCC flag -g issued on command line?,21956663.0,11.0,16235122.0,,Willian Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'opengl', '3d', 'glm-math']",False,35,0,0,2023-06-01 12:53:05,2023-06-01 12:05:46,2023-06-01 12:53:05,76381677,https://stackoverflow.com/questions/76381677/converting-2d-screen-space-coordinates-to-3d-world-space-coordinates-using-openg,Converting 2D Screen Space coordinates to 3D World Space coordinates using OpenGL and GLM,11911701.0,83.0,8716744.0,,DavidH,,2023-06-01 15:00:25,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'c', 'clang', 'neovim', 'language-server-protocol']",False,32,0,1,2023-06-01 13:23:11,2023-06-01 12:03:55,2023-06-01 13:23:11,76381661,https://stackoverflow.com/questions/76381661/clangd-with-compile-commands-json-inside-header-files,Clangd with compile_commands.json inside header files,16095495.0,43.0,11617772.0,,matko031,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'systemc', 'verilator']",False,27,0,-2,2023-06-01 19:45:27,2023-06-01 11:32:18,2023-06-01 19:45:27,76381420,https://stackoverflow.com/questions/76381420/understanding-the-code-flow-of-verilator-how-are-asts-generated-from-code,Understanding the code flow of Verilator: How are ASTs generated from code?,28727346.0,1.0,21999963.0,,Dawood,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'algorithm', 'rust', 'bit-manipulation', 'micro-optimization']",True,1476,4,15,2023-06-02 16:07:48,2023-06-01 11:05:02,2023-06-02 16:07:48,76381239,https://stackoverflow.com/questions/76381239/is-there-a-faster-algorithm-for-maxctzx-ctzy,"Is there a faster algorithm for max(ctz(x), ctz(y))?",19490185.0,1122.0,14258517.0,,QuarticCat,76385356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'visual-studio-code']",False,67,0,0,2023-06-01 14:45:03,2023-06-01 11:03:10,2023-06-01 14:45:03,76381227,https://stackoverflow.com/questions/76381227/no-operator-matches-these-operands-error-in-visual-studio-code-with-a-worki,&quot;no != operator matches these operands&quot; error in Visual Studio Code with a working example,12454976.0,602.0,9068493.0,,Felix.leg,,2023-06-01 11:58:35,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'go', 'floating-point', 'simd', 'avx']",False,79,0,2,2023-06-01 15:24:26,2023-06-01 11:02:02,2023-06-01 15:24:26,76381216,https://stackoverflow.com/questions/76381216/what-is-causing-different-results-when-summing-two-arrays-of-float-numbers-using,What is causing different results when summing two arrays of float numbers using SSE SIMD in C++ versus Go assembly?,28145746.0,35.0,21508083.0,,ANTON SAVELIEV,,2023-06-02 03:41:13,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'multithreading', 'qt', 'sockets', 'networking']",False,33,0,1,2023-06-01 19:41:52,2023-06-01 10:58:45,2023-06-01 19:41:52,76381197,https://stackoverflow.com/questions/76381197/how-to-communicate-with-non-qt-threads-in-a-c-program-using-qt-networking,How to communicate with non-Qt threads in a C++ program using Qt networking?,28701809.0,11.0,21978849.0,,Yann Stephen,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
"['c++', 'opencv', 'image-processing', 'gpu', 'mat']",True,34,1,0,2023-06-01 20:12:32,2023-06-01 10:40:22,,76381046,https://stackoverflow.com/questions/76381046/how-to-convert-bgra2bgr-using-opencv-transparent-api,How to convert BGRA2BGR using OpenCV Transparent API,12944667.0,253.0,9359379.0,,TheLazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,c++
